lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
47321,1Ex5n,r4Q2/kp5p/p2p2p1/2b1p1B1/4P3/P6P/2q2RP1/5RK1 w - - 2 24,f8d6 c2f2 f1f2 c5d6,1469,500,100,0,equality intermezzo middlegame short,https://lichess.org/iWcrcGgx#47
47324,1ExVg,3rr2k/pp3Np1/2p4p/2Pp2n1/1P1q1n2/3B1P2/P2QR1PP/4R2K b - - 0 27,g5f7 e2e8 d8e8 e1e8,779,119,100,31,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/blRojRnj/black#54
47346,1Ezmz,4r1k1/prp2pp1/6q1/3p3p/1bP1pB2/1P6/P3QPPP/R2R2K1 w - - 0 21,d1d5 g6f6 a1d1 f6f4,1500,500,100,1,crushing fork middlegame short,https://lichess.org/gIAb5GBK#41
47348,1F00j,6k1/1p6/p1p4p/2P3pb/1rB5/1P4P1/5K1P/4R3 b - - 1 37,h5f7 e1e8 g8g7 e8e7 g7g6 c4f7,2036,142,100,18,crushing endgame long pin,https://lichess.org/pkG9Wy8V/black#74
47358,1F1Pf,r3nr1k/pp2N1bp/4qpp1/2B1P3/8/5Q2/P5PP/2R1R1K1 b - - 2 22,f6e5 e7g6 h7g6 c5f8,1549,173,100,21,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/QzoImqYO/black#44
47368,1F2em,2kr1b1r/1pp3q1/p3pp2/4n2p/3PN1nB/2P2P2/PP2Q1PN/3R1RK1 b - - 2 21,g4h2 d4e5 h2f1 d1d8,2308,113,100,34,crushing discoveredAttack middlegame queensideAttack short,https://lichess.org/vozQz48u/black#42
47371,1F3Rn,8/pp3pk1/2pnb1pp/q2r4/2BP2P1/1P3N1P/P1R2PK1/Q7 b - - 12 35,d6c4 b3c4 g7h7 c4d5,1500,500,100,2,crushing middlegame short,https://lichess.org/8YZ73llR/black#70
47382,1F558,r3r1k1/p2n1ppp/1qp2p2/2p5/4P3/3B2bP/PP1N1PP1/R1Q2RK1 w - - 0 17,f2g3 c5c4 g1h2 c4d3,1469,500,100,0,discoveredAttack equality middlegame short,https://lichess.org/1fq1LlGy#33
47384,1F57u,7r/p3R3/kp6/6P1/5Bp1/P4nP1/1P3PK1/8 w - - 3 35,g2f1 h8h1 f1e2 h1e1 e2d3 e1e7,1362,124,100,38,crushing endgame long skewer,https://lichess.org/8fzjfs3l#69
47385,1F5AC,1r3r1k/2p1n1pp/5p2/p3p3/P3Q3/1P1B4/K1P2qPP/3R3R b - - 1 21,b8b4 e4h7,835,117,100,56,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dBGdqk9W/black#42
47392,1F6Aa,r7/P4k2/5bpp/3N1p2/8/4P1P1/5PKP/8 b - - 4 46,f7e6 d5c7 e6d6 c7a8,820,78,100,910,crushing endgame fork short,https://lichess.org/xMc7SYqE/black#92
47396,1F6QH,2r3k1/pq3pp1/Np2p2p/1P2Pn2/8/P2rP2P/5QP1/2R2RK1 w - - 3 27,e3e4 c8c1 f1c1 b7e4,1363,356,100,4,crushing middlegame short,https://lichess.org/XUSLBrHJ#53
47405,1F7Zl,1r4k1/5ppp/2Q5/3p4/8/2n2N2/Pq3PPP/5RK1 w - - 2 27,f3e5 c3e2 g1h1 b2e5,1100,142,100,26,crushing discoveredAttack endgame short,https://lichess.org/M2wpC9Gm#53
47414,1F8gi,r1bqkb1r/ppp2ppp/2n2n2/4p1N1/2B1P3/8/PPPP2PP/RNBQK2R b KQkq - 3 6,f6e4 c4f7,1591,354,100,1,attackingF2F7 equality oneMove opening,https://lichess.org/aQFPvfPz/black#12
47424,1F9Ip,8/8/p7/1p1p4/1P3k1K/6N1/P7/8 w - - 2 43,g3e2 f4e3 e2c3 d5d4 c3d5 e3e4,2260,90,100,40,crushing defensiveMove endgame knightEndgame long,https://lichess.org/5n5X07qR#85
47441,1FC1d,r7/p3R2p/P1pN2k1/6p1/1P1B1p2/2P3Pq/5P1P/6K1 b - - 3 29,f4f3 e7g7 g6h5 g7h7 h5g4 h7h3,1510,93,100,84,crushing deflection endgame interference long skewer,https://lichess.org/M0AUomAZ/black#58
47449,1FCxR,1rn3k1/pBR2p1p/1p1rp1p1/PR6/5P2/3P2P1/3K1P1P/8 b - - 4 30,b6a5 c7c8 b8c8 b7c8,1500,500,100,0,crushing endgame short,https://lichess.org/aXk65WdT/black#60
47461,1FETs,2r1n3/4kppp/1p1pp3/pN6/P1r1P3/2P1KP2/1P1R2PP/3R4 b - - 2 31,c4a4 b2b3 c8c3 b5c3,1708,333,100,2,crushing endgame short,https://lichess.org/vGZlcvzo/black#62
47464,1FEqC,1n6/b2n1kP1/P2pNp2/1p1PpP2/2p1P3/Q1P2B2/3B1K2/1q6 w - - 0 58,f2e2 b1d3 e2d1 d3f3,1356,202,100,11,crushing deflection middlegame short,https://lichess.org/ZR4yDBJk#115
47476,1FGAk,1r4r1/6bk/3pp1B1/2p4p/2P5/pPq2Q2/4K1RP/5R2 b - - 0 35,h7h8 f3h5 g7h6 h5h6,1012,80,100,74,mate mateIn2 middlegame short,https://lichess.org/tajQhTxh/black#70
47478,1FGR0,3r4/ppq3k1/4bpp1/4p1P1/7Q/P1P5/1P3P2/4R1K1 b - - 0 28,f6f5 h4h6 g7g8 h6g6 c7g7 g6e6,1206,159,100,23,crushing deflection endgame fork long,https://lichess.org/L0iB6Yo3/black#56
47482,1FGhl,3r3q/4k3/P1Qpr3/4p3/4P3/5P2/6PP/3R2RK w - - 1 35,a6a7 e6h6 g1e1 h6h2 h1g1 h8h4 g1f1 h4g3,1715,334,100,2,crushing endgame veryLong,https://lichess.org/RfQOmXQt#69
47483,1FGkn,4r1k1/5pp1/2Q4p/p1P5/3b4/B5PP/P2R1P1K/4q3 w - - 1 39,d2d4 e1f2 c6g2 f2d4,1318,190,100,23,crushing endgame fork master short,https://lichess.org/V4YfRbJK#77
47486,1FGsQ,6k1/5p1n/1p2q3/p7/P2Q2pN/1P6/5PP1/6K1 b - - 3 34,h7g5 d4d8 g8h7 d8g5,914,78,100,959,crushing endgame fork master short,https://lichess.org/IjHOzRTi/black#68
47517,1FJX6,2r4k/3pQ1p1/p4nqp/B1P5/1P5P/8/5PP1/4R1K1 w - - 5 32,e1e3 c8e8 e7e8 f6e8,2126,168,100,9,crushing endgame short,https://lichess.org/CacnVr7b#63
47519,1FJge,r5k1/r1p1bpp1/3q1pnp/1R1P4/1NQP4/1B2PP2/1P4PP/2R3K1 w - - 5 29,b3a2 a7a4 a2b3 a4b4 c4b4 d6b4 b5b4 e7b4,1426,500,100,3,equality middlegame veryLong,https://lichess.org/fOMoiFn0#57
47524,1FKRq,r6r/1bp2kb1/1pn1pp1p/p2q1np1/PP1P4/3BPN1P/2QN1PPB/1R2K2R w K - 0 16,h2c7 c6b4 b1b4 a5b4,1449,500,100,6,equality middlegame short,https://lichess.org/H6ADMvEx#31
47526,1FKhz,3r2k1/p2P2b1/4p1p1/5bB1/8/2R5/PP2rP2/2KR4 w - - 1 29,g5d8 g7h6 d8g5 h6g5,1500,500,100,0,crushing endgame short,https://lichess.org/syxqyQZo#57
47534,1FKzQ,1q2r1k1/6bp/3p2p1/B2Ppb2/1P2Q3/5N1P/5PP1/R5K1 w - - 1 26,e4h4 e5e4 f3g5 h7h6 a1e1 h6g5,1811,261,100,4,crushing long middlegame,https://lichess.org/VAnh9c8y#51
47567,1FO3B,1r2r3/p5kp/3pBqb1/2pP4/3p2R1/3p4/PP1Q1P2/2K4R b - - 2 26,c5c4 d2h6 g7h8 g4g6 d3d2 c1d2 f6f2 d2d1 f2f3 d1c1,2319,128,100,17,crushing defensiveMove deflection middlegame pin veryLong,https://lichess.org/AHDi6vZG/black#52
47576,1FP7z,8/8/3k2p1/5pP1/3K1P2/8/8/8 w - - 3 50,d4e3 d6c5 e3d3 c5d5,1926,75,100,111,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/5jk7o180#99
47579,1FPYb,6k1/2R3pp/5b2/2p5/5B2/7P/r4PP1/6K1 w - - 0 28,f4e3 a2a1 g1h2 f6e5 g2g3 e5c7,1011,76,100,93,crushing endgame fork long,https://lichess.org/xTEm1pZQ#55
47605,1FSoz,3r1k2/p4pp1/6r1/8/5n1p/2R3P1/PP1N1P1P/4RK2 b - - 2 25,d8d2 c3c8 d2d8 c8d8,749,77,100,380,endgame mate mateIn2 short,https://lichess.org/EKydeLfZ/black#50
47614,1FTH8,1Q6/1b3pk1/pb5p/3q2p1/2pNN1P1/PpP2P1P/1P4K1/8 b - - 3 38,a6a5 d4f5 d5f5 g4f5,1361,356,100,1,crushing endgame short,https://lichess.org/9pp1O6Ld/black#76
47630,1FUOF,3r1rk1/1bq2Bpp/p7/1pp3N1/3p4/P2P2nP/1PP1Q1PK/4RR2 b - - 0 25,f8f7 e2e8 d8e8 e1e8 f7f8 f1f8,1423,437,100,4,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/dSZHNgYk/black#50
47638,1FVKK,r1b2rk1/ppq1ppbp/2n2np1/2pp4/5PP1/PP1PPN1P/1BPN4/R2QKB1R b KQ - 0 10,c8g4 h3g4 f6g4 b2g7,1622,356,100,1,equality middlegame short,https://lichess.org/x7evhN4t/black#20
47661,1FX54,6k1/5ppp/8/2P1p2P/6N1/Rrb2P2/2b1R1P1/K7 w - - 10 39,a1a2 b3b2 a2a1 b2b1 a1a2 b1a1,1794,78,100,141,doubleCheck endgame exposedKing long mate mateIn3,https://lichess.org/W3PJSeJ6#77
47679,1FZBM,6k1/pp1n1Qp1/1q5p/2p5/2B5/6P1/PP3PKP/4r3 b - - 0 25,g8h8 f7g8,1217,76,100,268,endgame mate mateIn1 oneMove,https://lichess.org/GdGH55xf/black#50
47681,1FZBk,r3r1k1/pp6/nq1Bb2Q/4P3/5P2/P5R1/1P1p2PP/2R4K b - - 3 28,g8f7 h6g7,1018,94,100,111,master mate mateIn1 middlegame oneMove,https://lichess.org/CGb1vXq1/black#56
47704,1Fclv,5bk1/pQ4p1/1p2p3/7p/3PN3/P3B2q/1P3P2/4K3 w - - 0 32,d4d5 h3h1 e1e2 h1e4,1575,305,100,4,endgame equality fork short,https://lichess.org/5xLcWVAX#63
47721,1Fdg8,r1b1r1k1/1p3p2/2p3p1/p4p2/2P2q2/B1PQ1P2/P1B3R1/1R4K1 w - - 2 26,a3c1 e8e1 g1f2 f4h4,1913,348,100,3,crushing kingsideAttack middlegame short,https://lichess.org/Jccmeexj#51
47725,1Fdwk,r2qr3/p1p3kp/1p3pp1/2nPp1N1/2PQ4/4P1P1/P4PKP/2R2R2 w - e6 0 20,d4c5 b6c5 g5e6 e8e6,1731,142,100,30,crushing hangingPiece middlegame short,https://lichess.org/barmtoIm#39
47735,1Fesv,rq1r2k1/1b1nb1p1/3pp1P1/pN3p1Q/7R/2PnB3/1P3PP1/3R2K1 b - - 0 24,d7f6 h5h8,1222,153,100,44,mate mateIn1 middlegame oneMove,https://lichess.org/KGc8TrbU/black#48
47741,1Ffjx,k5r1/p1Q2p2/1p6/4PK2/3P1P2/P1R2P2/1P6/1q6 w - - 10 42,f5f6 b1g6 f6e7 g6e6,1389,166,100,39,endgame mate mateIn2 short,https://lichess.org/iiuJWoz1#83
47744,1Ffri,r5k1/ppp3pp/3p2q1/3P4/3QP3/2N1n3/PP4KP/2R2R2 w - - 1 21,g2h1 g6g2,1008,112,100,56,mate mateIn1 middlegame oneMove,https://lichess.org/9bpMoFpc#41
47746,1FfzP,2k3r1/pbq2p2/4p3/2b1P3/3p4/3B1n2/P2BQP1P/1RR4K w - - 0 27,c1c5 f3d2 b1b7 c7c5,2063,149,100,15,crushing discoveredAttack intermezzo middlegame short,https://lichess.org/gKlL9ib9#53
47748,1FgIf,r3k3/pp3p1p/4p3/3pP2r/6q1/P1P1Q3/1P3B2/2RR1K2 w q - 3 28,e3g3 h5h1 f1g2 g4e4 g3f3 h1h2 g2h2 e4f3,1816,105,100,36,crushing deflection exposedKing middlegame veryLong,https://lichess.org/y0POdIoT#55
47763,1FiXD,r7/pp1R3p/2p1k1p1/2b2r2/5BP1/8/PP5P/5R1K w - - 1 24,g4f5 e6d7,1591,500,100,1,endgame equality hangingPiece oneMove,https://lichess.org/PvX2EAtr#47
47777,1FjrU,b5k1/4RNbp/6p1/p1pP1pP1/8/Pr3BP1/7P/7K w - - 0 32,e7e8 g8f7 e8a8 b3f3,1478,151,100,32,crushing endgame hangingPiece short,https://lichess.org/i7uwMHNi#63
47781,1Fk00,4rbk1/pp3pp1/1np2p2/5b1q/2PPNB2/PP1B2Pp/2Q2P1P/R5K1 w - - 2 22,e4f6 g7f6 d3f5 h5f3 f5h3 e8e2 c2e2 f3e2,1700,335,100,2,crushing middlegame veryLong,https://lichess.org/wnwhRqJz#43
47795,1FlGW,r6k/pp2qRpp/3p3r/8/8/1B1n3P/PP4Q1/2R4K b - - 2 29,e7e5 c1f1 h6h3 g2h3,1887,148,100,15,crushing middlegame quietMove short,https://lichess.org/qpNtKUXT/black#58
47801,1FloA,6r1/p4r1k/1p2QB2/3P1N1q/4p2p/P7/7K/5R2 b - - 2 45,h5g6 e6e4 g6g2 e4g2 g8g2 h2g2,1500,500,100,0,crushing long middlegame,https://lichess.org/h8fIgKcX/black#90
47822,1Fnzq,r3r3/p4p1k/1b3qpp/4n3/4Q3/2P2NP1/PP3P1P/R3RBK1 w - - 0 25,f3d4 b6d4 c3d4 e5f3 e4f3 f6f3,1705,155,100,18,crushing fork long middlegame,https://lichess.org/cw4fV45k#49
47824,1FoLF,1r2r1k1/4bppp/p2p4/3PpPPP/nPq5/4BB2/1PPQ4/1K1R3R w - - 1 24,f5f6 b8b4 d2b4 c4b4,1550,219,100,11,crushing master middlegame short,https://lichess.org/VG1AMNf6#47
47829,1Fotj,r6k/p1p2Bpp/3q4/2p5/8/1Q4Pb/PP3P1P/4R1K1 w - - 1 22,f7e6 a8e8 e6h3 e8e1,1822,88,100,26,crushing endgame short,https://lichess.org/XLvb5LTa#43
47838,1FpvI,2rq1rk1/5ppp/p2p4/1p1Np1b1/2p1P1QP/1P1P2P1/P1P2PK1/R7 b - - 0 19,g5e7 g4c8 d8c8 d5e7 g8h8 e7c8,1499,368,100,3,attraction equality fork long middlegame,https://lichess.org/QYUCOJ9B/black#38
47841,1Fpyn,3r1rk1/4R2R/6PK/8/pp1p4/8/PP6/8 b - - 5 58,f8f2 e7g7 g8f8 h7h8,1745,114,100,28,endgame mate mateIn2 rookEndgame short,https://lichess.org/KVRP7Hi0/black#116
47842,1FqA2,4r1k1/p4pp1/1p5p/2pQ4/4NB2/1P2p1P1/q1P1P1KP/8 w - - 0 31,f4h6 a2c2 g2f3 c2e4 d5e4 e8e4,2013,277,100,3,crushing endgame long,https://lichess.org/JpuUrDhg#61
47860,1Fs0D,8/1R5p/2r2p1k/2p2P2/2Pp2PP/3K4/8/8 b - - 0 36,c6c8 b7f7 c8e8 f7f6,2179,84,100,38,crushing endgame rookEndgame short,https://lichess.org/Tw5aZH0t/black#72
47874,1FtOS,r2k1r2/3q1b2/p2P1R2/1pQ5/3n4/P7/1PP3PP/5RK1 b - - 0 31,d4c6 c5b6 d8c8 f6f7 f8f7 f1f7,1906,265,100,2,crushing long middlegame,https://lichess.org/h3B8j5zv/black#62
47888,1FuG1,r4rk1/2p1nppp/p2p4/1p1Pn3/4P3/1P3P1P/P1B2P1K/Q5R1 w - - 1 22,f3f4 e5f3 h2h1 f3g1,1106,161,100,25,equality fork middlegame short,https://lichess.org/dsbjQvCq#43
47890,1FuWv,r1bqk2r/ppp1bp1p/2np2pn/3Q4/3N1P2/1B6/PPP3PP/RNB2RK1 w kq - 2 12,d4c6 b7c6 d5c6 c8d7,1500,500,100,0,equality opening short,https://lichess.org/dipvMVA8#23
47894,1Fust,r1b4k/ppp1n1rp/1b5p/3PQpq1/7N/2NB2PP/PP3P2/R4RK1 b - - 0 23,g5h4 e5g7 h8g7 g3h4,1210,75,100,3139,advantage kingsideAttack middlegame short,https://lichess.org/qUafIJDe/black#46
47895,1Fuu8,8/5pk1/2p3p1/3p4/1P1P1PP1/1qn1P1N1/3Q2K1/8 b - - 2 36,b3b4 g3e2 c3a2 d2a2,1713,312,100,2,crushing endgame short,https://lichess.org/wefLOFnp/black#72
47901,1FvZr,2kr2nr/ppp2ppp/4q3/4N3/8/4Q3/P4PPP/R3R2K b - - 0 20,g8f6 e3a7 e6a6 a7a6 b7a6 e5f7 h8e8 f7d8,1726,155,100,19,crushing fork middlegame veryLong,https://lichess.org/ewqdYsQh/black#40
47902,1FvbC,8/7p/5K1k/5P2/8/8/6R1/4r3 b - - 2 62,h6h5 g2h2 h5g4 h2h7 e1f1 h7g7,1540,83,100,75,crushing endgame long rookEndgame skewer,https://lichess.org/3JmOpUwI/black#124
47905,1Fvzw,r4r1k/p1q1npB1/2p2p2/4pB1Q/1P6/P7/2P2PPP/R5K1 b - - 1 21,h8g7 h5h7,1110,91,100,98,mate mateIn1 middlegame oneMove,https://lichess.org/wVe59wil/black#42
47909,1FwMA,4R3/4R1pp/p4pkP/2p2p2/1p6/2KPB3/PPP3q1/8 w - - 0 36,c3b3 g2d5 c2c4 d5d3 b3a4 d3c4,2140,129,100,19,crushing deflection endgame exposedKing long master,https://lichess.org/i3VLfR30#71
47915,1Fwnx,2r5/pp3qk1/b4npp/4Qp2/3P4/4PN1P/PP1N1PP1/4K2R w K - 2 22,d2b3 f7c4 e5e7 g7g8 e7e6 c4e6,1799,189,100,9,crushing defensiveMove long middlegame,https://lichess.org/J2X7owH4#43
47919,1FxXk,8/8/3k1p1p/p5p1/P1BP2P1/4PK1P/1r3P2/8 w - - 1 34,c4b5 b2b5 a4b5 a5a4,1523,159,100,22,crushing defensiveMove endgame master sacrifice short,https://lichess.org/eZkhdNLp#67
47936,1FzAn,4r1k1/5pp1/7p/Pb1p4/2q2B2/Q5RP/P4PP1/6K1 w - - 2 29,a3c1 c4c1 f4c1 e8e1 g1h2 e1c1,1248,76,100,248,crushing endgame fork long,https://lichess.org/YgQUkIlw#57
47946,1G0i4,4Rrk1/2R2pp1/2Q4p/8/p7/1qP4P/r4PP1/6K1 b - - 1 28,f8e8 c6e8 g8h7 e8e4 g7g6 e4f4,1802,264,100,8,crushing endgame long,https://lichess.org/2wjqgUvX/black#56
47950,1G1fu,1r3rk1/p1p3pp/2p1Pp2/3p4/8/1PqB1Q1P/P1P3P1/5R1K b - - 0 21,f8e8 d3h7 g8h7 f3c3,1169,157,100,26,crushing discoveredAttack endgame short,https://lichess.org/h5nO3KER/black#42
47957,1G2Gp,8/5pk1/4p2p/2n3p1/1rN5/6P1/1PR1KP1P/8 w - - 4 34,c4e5 b4e4 e2d2 e4e5,1000,192,100,9,crushing endgame fork short,https://lichess.org/lRdWo0zH#67
47958,1G2Om,8/6pp/5pk1/2Rp4/3P1B2/2P1PbP1/7r/2K5 b - - 5 41,g6f5 g3g4 f5e4 f4h2,1431,78,100,99,crushing discoveredAttack endgame short,https://lichess.org/NJ2sVqEt/black#82
47964,1G2tJ,5k2/p4pp1/Qp6/2rpPb2/3p1N1q/8/P1PRNP2/1K6 w - - 2 30,a6a7 h4h1 b1b2 c5b5 b2a3 b5a5 a7a5 b6a5,1471,297,100,5,crushing fork middlegame veryLong,https://lichess.org/ce9NOZqn#59
47966,1G33e,2r1r1k1/1q3ppp/1pNp1n2/p1nP4/1PP5/R5P1/2QN1PKP/5R2 b - - 0 20,a5b4 a3a7 b7a7 c6a7,1330,368,100,3,crushing middlegame short trappedPiece,https://lichess.org/KYLDfiAm/black#40
47967,1G34H,7k/bR4p1/7p/2r5/3N4/8/r5B1/3R3K w - - 2 37,d4e6 c5h5 g2h3 h5h3,1016,75,100,433,mate mateIn2 middlegame short,https://lichess.org/wZdiYHJt#73
47973,1G3DG,8/p5pk/1pq1p2p/5p2/1QNPpP2/1P1bP2P/P5P1/6K1 b - - 4 27,a7a5 b4b6 c6b6 c4b6,1353,355,100,1,crushing endgame short,https://lichess.org/9V3Y7edN/black#54
47975,1G3SQ,8/8/p6R/1p3p2/1P1N1k2/2P5/P3K2p/1r6 w - - 0 60,h6h2 b1b2 e2d3 b2h2,959,243,100,11,crushing endgame short skewer,https://lichess.org/7DuPQOSb#119
47977,1G3Xw,5rk1/pp4pp/4N1qn/3p4/3Nn3/2R4P/PP3rP1/3Q1RK1 w - - 0 26,e6f8 g6g2,1098,99,100,83,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/kF7gGrkb#51
47978,1G3YW,8/pp5p/1q4pk/3Q4/3Nn3/2P5/P5PP/Rr4K1 w - - 1 26,a1b1 b6b1,810,95,100,105,endgame mate mateIn1 oneMove,https://lichess.org/nqbp8QjD#51
47992,1G5Kb,6k1/5ppn/1Q5p/8/8/P2b1P2/3K3P/3B1q2 b - - 2 33,h7g5 b6d8 g8h7 d8d3,1500,500,100,0,crushing endgame short,https://lichess.org/lUgXM7th/black#66
47997,1G5rA,8/1pR1k3/1p3p2/1B1qpP1p/P5p1/4K2P/8/8 b - - 3 33,e7d6 c7d7 d6c5 d7d5,801,75,100,145,crushing endgame short skewer,https://lichess.org/mEcmDFC3/black#66
47998,1G62D,8/6p1/p2nk2p/1P1p4/3P1KPP/1P6/4B3/8 b - - 0 40,d6b5 e2b5 a6b5 h4h5 e6f6 b3b4,2278,126,100,21,crushing defensiveMove endgame long quietMove,https://lichess.org/6A5AmNYn/black#80
48009,1G73M,8/PQ3ppk/6p1/5q2/8/5N2/r4PPP/4R1K1 w - - 3 43,f3h4 f5f2 g1h1 f2e1,1146,115,100,36,endgame fork mate mateIn2 short,https://lichess.org/Rz98NcGH#85
48019,1G86C,8/8/p5pk/3PQp2/4p3/1P5P/6PK/5q2 b - - 1 45,f1d3 h3h4 h6h7 d5d6 d3d2 e5e7,1832,238,100,6,crushing endgame long queenEndgame quietMove,https://lichess.org/Xw5AbJ11/black#90
48022,1G8W2,r7/p1p3k1/4N1pp/5p2/3b4/P2R1PP1/1P5r/2R2K2 b - - 1 32,g7f6 c1c6 h2f2 f1g1,2100,178,100,7,crushing endgame short,https://lichess.org/7jC6v3Vq/black#64
48031,1G97W,rnb2rk1/pp4p1/2p5/2q3PQ/2P5/8/P4PP1/3R1RK1 b - - 0 21,c8f5 g5g6 f5g6 h5c5,1748,121,100,33,crushing discoveredAttack middlegame short,https://lichess.org/mpwMHpCh/black#42
48045,1GAhP,3r2k1/pbq2ppp/5b2/1p6/1P2p3/P1P1Q2P/B3NPP1/RN4K1 w - - 0 21,b1d2 d8d3 e3a7 d3d2,1530,500,100,1,equality middlegame short,https://lichess.org/sWiyukrd#41
48072,1GEGY,8/1p2nrpk/7p/p1ppP2P/P7/2PP2Q1/1P1q3P/6RK b - - 0 30,e7f5 g3g6 h7g8 e5e6 f7e7 g6f5,1460,500,100,0,endgame equality fork long,https://lichess.org/zahVAONs/black#60
48086,1GHA7,r1b1k2r/4npb1/pq1pp2p/n2P2p1/Ppp1P3/1B2BNN1/1PPQ1PPP/2KR3R b kq - 0 17,a5b3 c2b3,1434,500,100,0,equality middlegame oneMove,https://lichess.org/NOMOu9oI/black#34
48091,1GHeN,3r1k2/p6p/6p1/Np2p3/1P6/2P3P1/P3K2P/8 b - - 0 35,f8e7 a5c6 e7d7 c6d8 d7d8 e2d3 d8d7 c3c4 b5c4 d3c4,2059,185,100,14,crushing endgame fork veryLong,https://lichess.org/ZyVizGqN/black#70
48098,1GIH2,8/5r1k/Q5p1/1p5p/3b2bP/P4rP1/1PP2PK1/R4R2 w - - 5 29,c2c3 f3f2 f1f2 f7f2,1299,327,100,3,crushing middlegame short,https://lichess.org/BxEv9i8z#57
48101,1GIUV,6k1/p4ppp/Q1p1pn2/3p4/3PnN2/4P1P1/2P2P1P/1q3BK1 b - - 7 24,b1c2 a6c8 f6e8 c8e8,624,80,100,339,endgame kingsideAttack mate mateIn2 short,https://lichess.org/T0TOrqdW/black#48
48104,1GIfo,3r1r1k/2p3pp/5b2/2QR4/8/2N2P2/PPq3PP/R5K1 b - - 2 23,d8d5 c5f8,1011,74,100,1229,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/hDdQL41N/black#46
48115,1GJLD,2r5/1b3p1p/pp2q1k1/3pP1p1/2nBnQ1N/P2B4/5PPP/5RK1 b - - 3 28,g5h4 f2f3 e6f5 f4h4,2102,178,100,8,crushing intermezzo middlegame short,https://lichess.org/lTmyt9ew/black#56
48116,1GJMJ,4kr2/pp1r1p2/2p1Q2p/2P2R1n/1P1pP1q1/6P1/P3N1P1/5RK1 b - - 7 26,f7e6 f5f8 e8e7 f1f7,1189,182,100,15,mate mateIn2 middlegame short,https://lichess.org/WmDQk1hi/black#52
48121,1GJf6,2r5/p5kp/b3QBp1/8/P2p4/4PPP1/6KP/2q5 b - - 4 36,g7h6 e6h3,1147,230,100,31,endgame master mate mateIn1 oneMove,https://lichess.org/bEvMtYDz/black#72
48128,1GKCK,r4k2/pp4p1/4Qpqr/P2p4/1P1P4/2P2P1P/6P1/4R1K1 b - - 2 26,g6e8 e6d6 f8g8 e1e8,1138,74,100,1389,crushing discoveredAttack endgame short,https://lichess.org/XWUgaljQ/black#52
48132,1GKJl,2r5/1r3k1p/1q1P1p2/4pP2/p7/bPp2N2/P1Q4P/1K1R2R1 w - - 1 31,f3e5 f6e5 f5f6 f7f8 f6f7 b7f7,2449,155,100,9,crushing hangingPiece long middlegame pin,https://lichess.org/CHDx4ZKY#61
48135,1GKdV,3r2k1/2R3p1/pq1Bp2p/1pp5/5Q2/8/PPP2PPP/6K1 b - - 1 27,b6d6 f4f7 g8h8 f7g7,1000,74,100,99,endgame mate mateIn2 short,https://lichess.org/Tv5Z036e/black#54
48136,1GKfA,3r2k1/5p1p/p5p1/8/3b4/1Qq2N2/P4PPP/4R1K1 w - - 0 26,e1d1 c3b3 a2b3 d4f2 g1f2 d8d1,1865,126,100,25,crushing discoveredAttack endgame long,https://lichess.org/0Vfoe4bA#51
48140,1GL7G,3rkb1r/ppp2p1p/5p2/4n3/8/6P1/PPP1bPBP/RNB1R1K1 w k - 2 12,e1e2 d8d1 g2f1 d1c1,1556,500,100,2,equality fork middlegame short,https://lichess.org/E3U3tvff#23
48148,1GLie,8/R7/1p4r1/2k5/P4P1p/4nB1P/3R2PK/r7 w - - 9 41,f3e2 g6g2,1329,122,100,65,endgame mate mateIn1 oneMove,https://lichess.org/McjSunYB#81
48149,1GLqV,8/2R3pk/4K2p/8/5n2/8/8/8 w - - 14 67,e6e7 f4d5 e7e6 d5c7,1252,168,100,28,crushing endgame fork short,https://lichess.org/Ehy22Y9w#133
48150,1GLwV,3rr1k1/pp3p1p/6p1/8/8/2P2B1n/PP4PP/R1Q1R1qK w - - 9 28,e1g1 h3f2,893,115,100,61,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/niN5204c#55
48161,1GN7t,8/8/p2kp1r1/1p1p1bN1/3P1K1P/2P5/PP2B3/8 b - - 2 42,g6h6 g5f7 d6e7 f7h6,1150,211,100,12,crushing endgame fork short,https://lichess.org/7HY7aWsu/black#84
48168,1GNlh,5rk1/1pp1R1p1/p2p2Q1/6p1/7P/1P1P4/2q3P1/7K b - - 1 36,c2d1 h1h2 d1a1 h4g5 a1d4 g6e6,1881,263,100,7,crushing endgame long,https://lichess.org/pj03oQLP/black#72
48201,1GRmP,r1bkr3/pp3ppQ/1q1P3p/4bB2/3N4/P4P2/1B4PP/R4RK1 b - - 4 24,e5d4 b2d4 b6d4 g1h1 c8f5 h7f5,1051,298,100,2,crushing long middlegame,https://lichess.org/paLlMhnU/black#48
