raw_id,raw_split,split,input,output
604,test,2,Karlsruhe 17 8 4 5 30 20 28,"{""person"": [], ""organization"": [""Karlsruhe""], ""location"": [], ""miscellaneous"": []}"
605,test,2,VfL Bochum 16 7 6 3 23 21 27,"{""person"": [], ""organization"": [""VfL Bochum""], ""location"": [], ""miscellaneous"": []}"
606,test,2,1. FC Cologne 16 8 2 6 31 27 26,"{""person"": [], ""organization"": [""1. FC Cologne""], ""location"": [], ""miscellaneous"": []}"
607,test,2,Schalke 04 17 7 4 6 25 26 25,"{""person"": [], ""organization"": [""Schalke 04""], ""location"": [], ""miscellaneous"": []}"
608,test,2,Werder Bremen 17 6 4 7 29 28 22,"{""person"": [], ""organization"": [""Werder Bremen""], ""location"": [], ""miscellaneous"": []}"
609,test,2,MSV Duisburg 16 5 4 7 16 22 19,"{""person"": [], ""organization"": [""MSV Duisburg""], ""location"": [], ""miscellaneous"": []}"
610,test,2,SV 1860 Munich 17 4 6 7 25 31 18,"{""person"": [], ""organization"": [""SV 1860 Munich""], ""location"": [], ""miscellaneous"": []}"
611,test,2,FC St. Pauli 15 5 3 7 21 28 18,"{""person"": [], ""organization"": [""FC St. Pauli""], ""location"": [], ""miscellaneous"": []}"
612,test,2,Fortuna Dusseldorf 16 5 3 8 13 24 18,"{""person"": [], ""organization"": [""Fortuna Dusseldorf""], ""location"": [], ""miscellaneous"": []}"
613,test,2,Hamburger SV 16 4 5 7 20 25 17,"{""person"": [], ""organization"": [""Hamburger SV""], ""location"": [], ""miscellaneous"": []}"
614,test,2,Arminia Bielefeld 16 4 4 8 18 28 16,"{""person"": [], ""organization"": [""Arminia Bielefeld""], ""location"": [], ""miscellaneous"": []}"
615,test,2,FC Hansa Rostock 17 4 3 10 19 26 15,"{""person"": [], ""organization"": [""FC Hansa Rostock""], ""location"": [], ""miscellaneous"": []}"
616,test,2,Borussia Monchengladbach 16 4 3 9 12 22 15,"{""person"": [], ""organization"": [""Borussia Monchengladbach""], ""location"": [], ""miscellaneous"": []}"
617,test,2,SC Freiburg 17 4 1 12 20 40 13,"{""person"": [], ""organization"": [""SC Freiburg""], ""location"": [], ""miscellaneous"": []}"
618,test,2,SOCCER - FRENCH LEAGUE SUMMARIES .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""FRENCH""]}"
619,test,2,PARIS 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""PARIS""], ""miscellaneous"": []}"
620,test,2,Summaries of French first division,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""French""]}"
621,test,2,matches on Friday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
622,test,2,"Lens 0 Nantes 4 ( Japhet N'Doram 7 , Claude Makelele 42 , Jocelyn","{""person"": [""Japhet N'Doram"", ""Claude Makelele"", ""Jocelyn""], ""organization"": [""Lens"", ""Nantes""], ""location"": [], ""miscellaneous"": []}"
623,test,2,"Gourvennec 67 , Christophe Pignol 72 ) .","{""person"": [""Gourvennec"", ""Christophe Pignol""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
624,test,2,Halftime 0-2 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
625,test,2,Attendance :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
626,test,2,"15,000 .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
627,test,2,Paris St Germain 1 ( Bruno N'Gotty 2 ) Nancy 2 ( Paul Fischer,"{""person"": [""Bruno N'Gotty"", ""Paul Fischer""], ""organization"": [""Paris St Germain"", ""Nancy""], ""location"": [], ""miscellaneous"": []}"
628,test,2,"70 , Phil Gray 89 ) .","{""person"": [""Phil Gray""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
629,test,2,1-0 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
630,test,2,"30,000 .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
631,test,2,SOCCER - DUTCH FIRST DIVISION SUMMARIES .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""DUTCH""]}"
632,test,2,AMSTERDAM 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""AMSTERDAM""], ""miscellaneous"": []}"
633,test,2,Summary of Dutch first division,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Dutch""]}"
634,test,2,soccer match played on Friday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
635,test,2,"RKC Waalwijk 1 ( Starbuck 76 ) Willem II Tilburg 2 ( Konterman 45 ,","{""person"": [""Starbuck"", ""Konterman""], ""organization"": [""RKC Waalwijk"", ""Willem II Tilburg""], ""location"": [], ""miscellaneous"": []}"
636,test,2,Van der Vegt 77 ) .,"{""person"": [""Van der Vegt""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
637,test,2,Halftime 0-1 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
638,test,2,"Attendance 5,300 .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
639,test,2,SOCCER - FRENCH LEAGUE STANDINGS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""FRENCH""]}"
640,test,2,PARIS 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""PARIS""], ""miscellaneous"": []}"
641,test,2,Standings in the French first,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""French""]}"
642,test,2,"division after Friday 's matches ( tabulate under played , won ,","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
643,test,2,"drawn , lost , goals for , against , points ) :","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
644,test,2,Paris Saint-Germain 21 12 6 3 34 15 42,"{""person"": [], ""organization"": [""Paris Saint-Germain""], ""location"": [], ""miscellaneous"": []}"
645,test,2,Monaco 20 12 5 3 36 16 41,"{""person"": [], ""organization"": [""Monaco""], ""location"": [], ""miscellaneous"": []}"
646,test,2,Bordeaux 20 9 7 4 29 21 34,"{""person"": [], ""organization"": [""Bordeaux""], ""location"": [], ""miscellaneous"": []}"
647,test,2,Strasbourg 20 11 1 8 27 27 34,"{""person"": [], ""organization"": [""Strasbourg""], ""location"": [], ""miscellaneous"": []}"
648,test,2,Bastia 20 9 6 5 27 22 33,"{""person"": [], ""organization"": [""Bastia""], ""location"": [], ""miscellaneous"": []}"
649,test,2,Auxerre 20 8 8 4 26 12 32,"{""person"": [], ""organization"": [""Auxerre""], ""location"": [], ""miscellaneous"": []}"
650,test,2,Metz 20 8 7 5 21 16 31,"{""person"": [], ""organization"": [""Metz""], ""location"": [], ""miscellaneous"": []}"
651,test,2,Nantes 21 7 9 5 41 25 30,"{""person"": [], ""organization"": [""Nantes""], ""location"": [], ""miscellaneous"": []}"
652,test,2,Guingamp 20 7 7 6 18 18 28,"{""person"": [], ""organization"": [""Guingamp""], ""location"": [], ""miscellaneous"": []}"
653,test,2,Lille 20 7 7 6 22 28 28,"{""person"": [], ""organization"": [""Lille""], ""location"": [], ""miscellaneous"": []}"
654,test,2,Marseille 20 6 8 6 18 17 26,"{""person"": [], ""organization"": [""Marseille""], ""location"": [], ""miscellaneous"": []}"
655,test,2,Lyon 20 6 8 6 24 31 26,"{""person"": [], ""organization"": [""Lyon""], ""location"": [], ""miscellaneous"": []}"
656,test,2,Rennes 20 7 4 9 23 28 25,"{""person"": [], ""organization"": [""Rennes""], ""location"": [], ""miscellaneous"": []}"
657,test,2,Lens 21 7 4 10 25 34 25,"{""person"": [], ""organization"": [""Lens""], ""location"": [], ""miscellaneous"": []}"
658,test,2,Le Havre 20 5 7 8 20 21 22,"{""person"": [], ""organization"": [""Le Havre""], ""location"": [], ""miscellaneous"": []}"
659,test,2,Cannes 20 5 7 8 13 22 22,"{""person"": [], ""organization"": [""Cannes""], ""location"": [], ""miscellaneous"": []}"
660,test,2,Montpellier 20 3 9 8 17 24 18,"{""person"": [], ""organization"": [""Montpellier""], ""location"": [], ""miscellaneous"": []}"
661,test,2,Caen 20 3 7 10 12 23 16,"{""person"": [], ""organization"": [""Caen""], ""location"": [], ""miscellaneous"": []}"
662,test,2,Nancy 21 3 7 11 14 26 16,"{""person"": [], ""organization"": [""Nancy""], ""location"": [], ""miscellaneous"": []}"
663,test,2,Nice 20 3 4 13 17 38 13,"{""person"": [], ""organization"": [""Nice""], ""location"": [], ""miscellaneous"": []}"
664,test,2,SOCCER - FRENCH LEAGUE RESULTS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""FRENCH""]}"
665,test,2,PARIS 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""PARIS""], ""miscellaneous"": []}"
666,test,2,Results of French first division,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""French""]}"
667,test,2,matches on Friday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
668,test,2,Lens 0 Nantes 4,"{""person"": [], ""organization"": [""Lens"", ""Nantes""], ""location"": [], ""miscellaneous"": []}"
669,test,2,Paris St Germain 1 Nancy 2,"{""person"": [], ""organization"": [""Paris St Germain"", ""Nancy""], ""location"": [], ""miscellaneous"": []}"
670,test,2,SOCCER - GERMAN FIRST DIVISION SUMMARIES .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""GERMAN""]}"
671,test,2,BONN 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""BONN""], ""miscellaneous"": []}"
672,test,2,Summaries of matches played in the German first division on Friday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""German""]}"
673,test,2,"Bochum 2 ( Stickroth 30th pen , Wosz 89th ) Bayer Leverkusen 2 ( Kirsten 18th , Ramelow 56th ) .","{""person"": [""Stickroth"", ""Wosz"", ""Kirsten"", ""Ramelow""], ""organization"": [""Bochum"", ""Bayer Leverkusen""], ""location"": [], ""miscellaneous"": []}"
674,test,2,Halftime 1-1 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
675,test,2,"Attendance : 24,602","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
676,test,2,Werder Bremen 1 ( Bode 85th ) 1860 Munich 1 ( Bormirow 8th ) .,"{""person"": [""Bode"", ""Bormirow""], ""organization"": [""Werder Bremen"", ""1860 Munich""], ""location"": [], ""miscellaneous"": []}"
677,test,2,Halftime 0-1 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
678,test,2,"Attendance 33,000","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
679,test,2,"Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .","{""person"": [""Reich"", ""Carl"", ""Dundee""], ""organization"": [""Karlsruhe"", ""Freiburg""], ""location"": [], ""miscellaneous"": []}"
680,test,2,Halftime 2-0 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
681,test,2,"Attendance 33,000","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
682,test,2,Schalke 2 ( Mulder 2nd and 27th ) Hansa Rostock 0 .,"{""person"": [""Mulder""], ""organization"": [""Schalke"", ""Hansa Rostock""], ""location"": [], ""miscellaneous"": []}"
683,test,2,Halftime 2-0 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
684,test,2,"Attendance 29,300","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
685,test,2,TENNIS - GRAND SLAM CUP QUARTER-FINAL RESULTS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""GRAND SLAM CUP""]}"
686,test,2,"MUNICH , Germany 1996-12-06","{""person"": [], ""organization"": [], ""location"": [""MUNICH"", ""Germany""], ""miscellaneous"": []}"
687,test,2,Quarter-final results at the $ 6 million Grand Slam Cup tennis tournament on Friday : Goran Ivanisevic ( Croatia ) beat Mark Woodforde ( Australia ) 6-4 6-4,"{""person"": [""Goran Ivanisevic"", ""Mark Woodforde""], ""organization"": [], ""location"": [""Croatia"", ""Australia""], ""miscellaneous"": [""Grand Slam Cup""]}"
688,test,2,Yevgeny Kafelnikov ( Russia ) beat Jim Courier ( U.S. ) 2-6 6-4 8-6,"{""person"": [""Yevgeny Kafelnikov"", ""Jim Courier""], ""organization"": [], ""location"": [""Russia"", ""U.S.""], ""miscellaneous"": []}"
689,test,2,SOCCER - WEAH HEAD-BUTT DEPRIVES PORTUGAL OF COSTA .,"{""person"": [""WEAH"", ""COSTA""], ""organization"": [], ""location"": [""PORTUGAL""], ""miscellaneous"": []}"
690,test,2,LISBON 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""LISBON""], ""miscellaneous"": []}"
691,test,2,"Portugal called up Porto central defender Joao Manuel Pinto on Friday to face Germany in a World Cup qualifier in place of injured club colleague Jorge Costa , who is still nursing a broken nose after being head-butted by Liberian striker Georg Weah .","{""person"": [""Joao Manuel Pinto"", ""Jorge Costa"", ""Georg Weah""], ""organization"": [""Porto""], ""location"": [""Portugal"", ""Germany""], ""miscellaneous"": [""World Cup"", ""Liberian""]}"
692,test,2,Costa has not played since being struck by the AC Milan forward after a bad-tempered European Champions ' League game on November 27 .,"{""person"": [""Costa""], ""organization"": [""AC Milan""], ""location"": [], ""miscellaneous"": [""European Champions ' League""]}"
693,test,2,"Portugal lead European qualifying group nine with seven points from four games , one more than Ukraine and three more than Germany , who have only played twice .","{""person"": [], ""organization"": [], ""location"": [""Portugal"", ""Ukraine"", ""Germany""], ""miscellaneous"": [""European""]}"
694,test,2,The Portuguese host Germany on December 14 .,"{""person"": [], ""organization"": [], ""location"": [""Germany""], ""miscellaneous"": [""Portuguese""]}"
695,test,2,Squad :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
696,test,2,"Goalkeepers - Vitor Baia ( Barcelona , Spain ) , Rui Correia ( Braga ) :","{""person"": [""Vitor Baia"", ""Rui Correia""], ""organization"": [""Barcelona"", ""Braga""], ""location"": [""Spain""], ""miscellaneous"": []}"
697,test,2,"Defenders - Paulinho Santos ( Porto ) , Sergio Conceicao ( Porto ) , Joao Manuel Pinto ( Porto ) , Oceano Cruz ( Sporting ) , Fernando Couto ( Barcelona ) , Helder Cristovao ( Deportivo Coruna , Spain ) , Dimas Teixeira ( Juventus , Italy ) , Carlos Secretario ( Real Madrid , Spain ) :","{""person"": [""Paulinho Santos"", ""Sergio Conceicao"", ""Joao Manuel Pinto"", ""Oceano Cruz"", ""Fernando Couto"", ""Helder Cristovao"", ""Dimas Teixeira"", ""Carlos Secretario""], ""organization"": [""Porto"", ""Porto"", ""Porto"", ""Sporting"", ""Barcelona"", ""Deportivo Coruna"", ""Juventus"", ""Real Madrid""], ""location"": [""Spain"", ""Italy"", ""Spain""], ""miscellaneous"": []}"
698,test,2,"Midfielders - Rui Barros ( Porto ) , Jose Barroso ( Porto ) , Luis Figo ( Barcelona ) , Paulo Bento ( Oviedo , Spain ) , Jose Taira ( Salamanca , Spain ) :","{""person"": [""Rui Barros"", ""Jose Barroso"", ""Luis Figo"", ""Paulo Bento"", ""Jose Taira""], ""organization"": [""Porto"", ""Porto"", ""Barcelona"", ""Oviedo"", ""Salamanca""], ""location"": [""Spain"", ""Spain""], ""miscellaneous"": []}"
699,test,2,"Forwards - Antonio Folha ( Porto ) , Joao Vieira Pinto ( Benfica ) , Paulo Alves ( Sporting ) , Rui Costa ( Fiorentina , Italy ) , Jorge Cadete ( Celtic Glasgow , Scotland ) .","{""person"": [""Antonio Folha"", ""Joao Vieira Pinto"", ""Paulo Alves"", ""Rui Costa"", ""Jorge Cadete""], ""organization"": [""Porto"", ""Benfica"", ""Sporting"", ""Fiorentina"", ""Celtic Glasgow""], ""location"": [""Italy"", ""Scotland""], ""miscellaneous"": []}"
700,test,2,SOCCER SHOWCASE-BETTING ON REAL MADRID V BARCELONA .,"{""person"": [], ""organization"": [""REAL MADRID"", ""BARCELONA""], ""location"": [], ""miscellaneous"": []}"
701,test,2,MADRID 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""MADRID""], ""miscellaneous"": []}"
702,test,2,William Hill betting on Saturday 's,"{""person"": [""William Hill""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
703,test,2,Spanish first division match between Real Madrid and Barcelona :,"{""person"": [], ""organization"": [""Real Madrid"", ""Barcelona""], ""location"": [], ""miscellaneous"": [""Spanish""]}"
704,test,2,To win : 6-5 Real Madrid ; 7-4 Barcelona,"{""person"": [], ""organization"": [""Real Madrid"", ""Barcelona""], ""location"": [], ""miscellaneous"": []}"
705,test,2,Draw : 9-4,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
706,test,2,Correct score :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
707,test,2,Real Madrid to win Barcelona to win,"{""person"": [], ""organization"": [""Real Madrid"", ""Barcelona""], ""location"": [], ""miscellaneous"": []}"
708,test,2,1-0 13-2 1-0 15-2,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
709,test,2,2-0 9-1 2-0 12-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
710,test,2,2-1 8-1 2-1 10-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
711,test,2,3-0 20-1 3-0 28-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
712,test,2,3-1 16-1 3-1 22-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
713,test,2,3-2 25-1 3-2 25-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
714,test,2,4-0 50-1 4-0 100-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
715,test,2,4-1 40-1 4-1 80-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
716,test,2,4-2 50-1 4-2 80-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
717,test,2,Draw :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
718,test,2,0-0 8-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
719,test,2,1-1 11-2,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
720,test,2,2-2 14-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
721,test,2,3-3 50-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
722,test,2,Double result :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
723,test,2,half-time full-time,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
724,test,2,5-2 Real Madrid Real Madrid,"{""person"": [], ""organization"": [""Real Madrid"", ""Real Madrid""], ""location"": [], ""miscellaneous"": []}"
725,test,2,14-1 Real Madrid Draw,"{""person"": [], ""organization"": [""Real Madrid""], ""location"": [], ""miscellaneous"": []}"
726,test,2,28-1 Real Madrid Barcelona,"{""person"": [], ""organization"": [""Real Madrid"", ""Barcelona""], ""location"": [], ""miscellaneous"": []}"
727,test,2,5-1 Draw Real Madrid,"{""person"": [], ""organization"": [""Real Madrid""], ""location"": [], ""miscellaneous"": []}"
728,test,2,4-1 Draw Draw,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
729,test,2,11-2 Draw Barcelona,"{""person"": [], ""organization"": [""Barcelona""], ""location"": [], ""miscellaneous"": []}"
730,test,2,25-1 Barcelona Real Madrid,"{""person"": [], ""organization"": [""Barcelona"", ""Real Madrid""], ""location"": [], ""miscellaneous"": []}"
731,test,2,14-1 Barcelona Draw,"{""person"": [], ""organization"": [""Barcelona""], ""location"": [], ""miscellaneous"": []}"
732,test,2,4-1 Barcelona Barcelona,"{""person"": [], ""organization"": [""Barcelona"", ""Barcelona""], ""location"": [], ""miscellaneous"": []}"
733,test,2,First goalscorer of match :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
734,test,2,Real Madrid Barcelona,"{""person"": [], ""organization"": [""Real Madrid"", ""Barcelona""], ""location"": [], ""miscellaneous"": []}"
735,test,2,9-2 Davor Suker 9-2 Ronaldo,"{""person"": [""Davor Suker"", ""Ronaldo""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
736,test,2,5-1 Pedrag Mijatovic 7-1 Luis Figo,"{""person"": [""Pedrag Mijatovic"", ""Luis Figo""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
737,test,2,7-1 Raul Gonzalez 7-1 Juan Pizzi,"{""person"": [""Raul Gonzalez"", ""Juan Pizzi""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
738,test,2,12-1 Fernando Redondo 9-1 Giovanni,"{""person"": [""Fernando Redondo"", ""Giovanni""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
739,test,2,14-1 Victor Sanchez 12-1 Guillermo,"{""person"": [""Victor Sanchez"", ""Guillermo""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
740,test,2,Amor,"{""person"": [""Amor""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
741,test,2,16-1 Jose Amavisca 14-1 Roger Garcia,"{""person"": [""Jose Amavisca"", ""Roger Garcia""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
742,test,2,16-1 Manolo Sanchis 14-1 Gheorghe,"{""person"": [""Manolo Sanchis"", ""Gheorghe""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
743,test,2,Popescu,"{""person"": [""Popescu""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
744,test,2,16-1 Roberto Carlos 16-1,"{""person"": [""Roberto Carlos""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
745,test,2,JosepGuardiola,"{""person"": [""JosepGuardiola""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
746,test,2,20-1 Fernando Hierro 20-1 Ivan de,"{""person"": [""Fernando Hierro"", ""Ivan de""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
747,test,2,laPena,"{""person"": [""laPena""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
748,test,2,20-1 Luis Milla 25-1 Luis,"{""person"": [""Luis Milla"", ""Luis""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
749,test,2,Enrique,"{""person"": [""Enrique""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
750,test,2,33-1 Fernando Sanz 25-1,"{""person"": [""Fernando Sanz""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
751,test,2,AbelardoFernandez,"{""person"": [""AbelardoFernandez""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
752,test,2,40-1 Carlos Secretario 28-1 Sergi Barjuan,"{""person"": [""Carlos Secretario"", ""Sergi Barjuan""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
753,test,2,40-1 Rafael Alkorta 33-1 Albert,"{""person"": [""Rafael Alkorta"", ""Albert""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
754,test,2,Ferrer,"{""person"": [""Ferrer""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
755,test,2,40-1 Chendo Porlan 33-1 Miguel Nadal,"{""person"": [""Chendo Porlan"", ""Miguel Nadal""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
756,test,2,40-1,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
757,test,2,Laurent Blanc,"{""person"": [""Laurent Blanc""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
758,test,2,"SOCCER SHOWCASE-FANS FACE BREATHALYSER TESTS , PAPER SAYS .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
759,test,2,MADRID 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""MADRID""], ""miscellaneous"": []}"
760,test,2,"Spanish police will breathalyse fans at the gates of the Santiago Bernabeu stadium and ban drunk supporters from Saturday 's big Real Madrid-Barcelona game , the Madrid daily El Mundo said on Friday .","{""person"": [], ""organization"": [""El Mundo""], ""location"": [""Santiago Bernabeu stadium"", ""Madrid""], ""miscellaneous"": [""Spanish"", ""Real Madrid-Barcelona""]}"
761,test,2,"Although there are no known precedents in the country , the action is envisaged in Spanish legislation governing sports events .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Spanish""]}"
762,test,2,"Tickets for the game stipulate that supporters will be barred if they are "" under the effects of alcohol "" .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
763,test,2,SOCCER - SPANISH FIRST DIVISION STANDINGS .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""SPANISH""]}"
764,test,2,MADRID 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""MADRID""], ""miscellaneous"": []}"
765,test,2,Standings in the Spanish first,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Spanish""]}"
766,test,2,division ahead of this weekend 's games .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
767,test,2,"( tabulate under games played , won , drawn , lost , goals for ,","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
768,test,2,"against , points ) :","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
769,test,2,Real Madrid 15 10 5 0 31 12 35,"{""person"": [], ""organization"": [""Real Madrid""], ""location"": [], ""miscellaneous"": []}"
770,test,2,Barcelona 15 10 4 1 46 19 34,"{""person"": [], ""organization"": [""Barcelona""], ""location"": [], ""miscellaneous"": []}"
771,test,2,Deportivo Coruna 15 9 6 0 23 7 33,"{""person"": [], ""organization"": [""Deportivo Coruna""], ""location"": [], ""miscellaneous"": []}"
772,test,2,Real Betis 15 8 5 2 28 13 29,"{""person"": [], ""organization"": [""Real Betis""], ""location"": [], ""miscellaneous"": []}"
773,test,2,Atletico Madrid 15 8 3 4 26 17 27,"{""person"": [], ""organization"": [""Atletico Madrid""], ""location"": [], ""miscellaneous"": []}"
774,test,2,Athletic Bilbao 15 7 4 4 28 22 25,"{""person"": [], ""organization"": [""Athletic Bilbao""], ""location"": [], ""miscellaneous"": []}"
775,test,2,Real Sociedad 15 7 3 5 20 18 24,"{""person"": [], ""organization"": [""Real Sociedad""], ""location"": [], ""miscellaneous"": []}"
776,test,2,Valladolid 15 7 3 5 19 18 24,"{""person"": [], ""organization"": [""Valladolid""], ""location"": [], ""miscellaneous"": []}"
777,test,2,Racing Santander 15 5 7 3 15 15 22,"{""person"": [], ""organization"": [""Racing Santander""], ""location"": [], ""miscellaneous"": []}"
778,test,2,Rayo Vallecano 15 5 5 5 21 19 20,"{""person"": [], ""organization"": [""Rayo Vallecano""], ""location"": [], ""miscellaneous"": []}"
779,test,2,Valencia 15 6 2 7 23 22 20,"{""person"": [], ""organization"": [""Valencia""], ""location"": [], ""miscellaneous"": []}"
780,test,2,Celta Vigo 15 5 5 5 17 17 20,"{""person"": [], ""organization"": [""Celta Vigo""], ""location"": [], ""miscellaneous"": []}"
781,test,2,Tenerife 15 5 4 6 23 17 19,"{""person"": [], ""organization"": [""Tenerife""], ""location"": [], ""miscellaneous"": []}"
782,test,2,Espanyol 15 4 4 7 17 20 16,"{""person"": [], ""organization"": [""Espanyol""], ""location"": [], ""miscellaneous"": []}"
783,test,2,Oviedo 15 4 4 7 17 21 16,"{""person"": [], ""organization"": [""Oviedo""], ""location"": [], ""miscellaneous"": []}"
784,test,2,Sporting Gijon 15 4 4 7 15 22 16,"{""person"": [], ""organization"": [""Sporting Gijon""], ""location"": [], ""miscellaneous"": []}"
785,test,2,Logrones 15 4 3 8 11 33 15,"{""person"": [], ""organization"": [""Logrones""], ""location"": [], ""miscellaneous"": []}"
